user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	"other_related_references(genome_id,species_name,radius,ANI,AF)"	aa_percent	translation_table	red_value	warnings
ERR260215_bin.8.o	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_E;s__Eubacterium_E hallii	GCF_000173975.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_E;s__Eubacterium_E hallii	97.76	0.96	GCF_000173975.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_E;s__Eubacterium_E hallii	97.76	0.96	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_E;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCF_900209925.1, s__Eubacterium_E hallii_A, 95.0, 85.95, 0.83"	51.39	11	N/A	N/A
ERR260215_bin.7.s	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__KLE1615;s__KLE1615 sp900066985	GCA_900066985.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__KLE1615;s__KLE1615 sp900066985	98.29	0.97	GCA_900066985.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__KLE1615;s__KLE1615 sp900066985	98.29	0.97	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	65.93	11	N/A	N/A
ERR260215_bin.14.p	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA1394;s__	N/A	N/A	N/A	N/A	N/A	GCA_002305725.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA1394;s__UBA1394 sp002305725	79.18	0.32	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA1394;s__	Placement	taxonomic classification fully defined by topology	N/A	75.1	11	0.963908452	N/A
ERR260215_bin.2.s	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella;s__	Placement	taxonomic classification fully defined by topology	N/A	50.22	11	0.999353271	N/A
ERR260215_bin.1.o	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalicatena;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalicatena;s__	Placement	taxonomic classification fully defined by topology	N/A	27.28	11	0.99197972	Genome has more than 15.0% of markers with multiple hits
ERR260215_bin.5.p	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__	Placement	taxonomic classification fully defined by topology	N/A	59.6	11	0.998942282	N/A
ERR260215_bin.6.p	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	Placement	taxonomic classification fully defined by topology	"GCF_000763055.1, s__Collinsella sp000763055, 95.0, 93.42, 0.91; GCF_000169035.1, s__Collinsella aerofaciens, 95.0, 93.33, 0.93; GCF_001405375.1, s__Collinsella aerofaciens_F, 95.0, 93.08, 0.92; GCA_000434535.1, s__Collinsella sp000434535, 95.0, 92.94, 0.81; GCF_001404695.1, s__Collinsella aerofaciens_E, 95.0, 92.92, 0.9; GCF_002736145.1, s__Collinsella aerofaciens_A, 95.0, 92.84, 0.92; GCF_002232035.1, s__Collinsella sp002232035, 95.0, 92.31, 0.92; GCA_003487125.1, s__Collinsella sp003487125, 95.0, 92.03, 0.7; GCA_002391315.1, s__Collinsella sp002391315, 95.0, 91.91, 0.85; GCA_002437815.1, s__Collinsella sp002437815, 95.0, 83.07, 0.75; GCF_900155365.1, s__Collinsella bouchesdurhonensis, 95.0, 80.77, 0.16; GCF_000156215.1, s__Collinsella stercoris, 95.0, 80.04, 0.48; GCA_002305035.1, s__Collinsella sp002305035, 95.0, 79.9, 0.47; GCF_000225705.1, s__Collinsella tanakaei, 95.0, 79.77, 0.47; GCF_900119895.1, s__Collinsella phocaeensis, 95.0, 79.74, 0.46"	67.1	11	0.991621975	N/A
ERR260216_bin.6.s	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E sp003526955	GCA_003526955.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E sp003526955	98.24	0.83	GCA_003526955.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E sp003526955	98.24	0.83	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCF_002834235.1, s__Ruminococcus_E bromii_B, 95.0, 80.6, 0.41; GCF_002834225.1, s__Ruminococcus_E bromii, 95.0, 80.4, 0.39; GCF_900101355.1, s__Ruminococcus_E bromii_A, 95.0, 79.45, 0.31; GCA_002493635.1, s__Ruminococcus_E sp002493635, 95.0, 78.89, 0.29; GCA_002491825.1, s__Ruminococcus_E sp002491825, 95.0, 78.73, 0.34; GCA_002493005.1, s__Ruminococcus_E sp002493005, 95.0, 78.67, 0.29; GCA_003521625.1, s__Ruminococcus_E sp003521625, 95.0, 78.59, 0.31"	94.9	11	N/A	N/A
ERR260216_bin.5.p	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__Ruminiclostridium_E siraeum	GCF_000154325.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__Ruminiclostridium_E siraeum	96.99	0.95	GCF_000154325.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__Ruminiclostridium_E siraeum	96.99	0.95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCA_003512525.1, s__Ruminiclostridium_E sp003512525, 95.0, 87.74, 0.82; GCA_002437415.1, s__Ruminiclostridium_E sp002437415, 95.0, 85.2, 0.8"	78.75	11	N/A	N/A
ERR260216_bin.2.p	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans	GCF_001405555.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans	98.04	0.98	GCF_001405555.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans	98.04	0.98	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	43.45	11	N/A	N/A
ERR260216_bin.8.p	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	GCF_000154205.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	98.79	0.99	GCF_000154205.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	98.79	0.99	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCA_000614125.1, s__Bacteroides rodentium, 95.0, 94.62, 0.91"	64.82	11	N/A	N/A
ERR260216_bin.1.p	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_B;s__Bacteroides_B dorei	GCF_000156075.1	95.35	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_B;s__Bacteroides_B dorei	98.81	1	GCF_000156075.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_B;s__Bacteroides_B dorei	98.81	1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_B;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCF_000012825.1, s__Bacteroides_B vulgatus, 95.35, 97.31, 0.98; GCA_000614185.1, s__Bacteroides_B sartorii, 95.0, 89.94, 0.9"	68.59	11	N/A	N/A
ERR260216_bin.3.s	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia flexneri	GCA_002950215.1	96.98	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia flexneri	98.05	0.92	GCA_002950215.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia flexneri	98.05	0.92	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCF_000026325.1, s__Escherichia coli_D, 96.94, 97.49, 0.96; GCA_002949675.1, s__Escherichia dysenteriae, 96.98, 97.13, 0.88; GCF_000690815.1, s__Escherichia coli, 96.35, 96.98, 0.94; GCF_003018335.1, s__Escherichia coli_C, 95.62, 96.16, 0.97; GCF_002965065.1, s__Escherichia sp002965065, 95.0, 94.56, 0.81; GCA_000208585.2, s__Escherichia sp000208585, 95.0, 92.8, 0.9; GCF_001660175.1, s__Escherichia sp001660175, 95.0, 91.81, 0.91; GCF_002900365.1, s__Escherichia marmotae, 95.0, 91.13, 0.88; GCF_000026225.1, s__Escherichia fergusonii, 95.0, 91.03, 0.78; GCF_000759775.1, s__Escherichia albertii, 95.0, 89.96, 0.81"	93.53	11	N/A	N/A
ERR260216_bin.4.p	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__	Placement	taxonomic classification fully defined by topology	N/A	53.61	11	0.998322439	N/A
ERR260216_bin.7.p	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__	N/A	N/A	N/A	N/A	N/A	GCA_001916055.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp001916055	81.62	0.56	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__	Placement	taxonomic classification fully defined by topology	"GCA_001915995.1, s__CAG-269 sp001915995, 95.0, 80.94, 0.53; GCA_003525075.1, s__CAG-269 sp003525075, 95.0, 80.84, 0.52; GCA_000431335.1, s__CAG-269 sp000431335, 95.0, 78.51, 0.32; GCA_001916005.1, s__CAG-269 sp001916005, 95.0, 78.5, 0.34; GCA_001916065.1, s__CAG-269 sp001916065, 95.0, 78.49, 0.33; GCA_000438255.1, s__CAG-269 sp000438255, 95.0, 78.27, 0.36; GCA_000437215.1, s__CAG-269 sp000437215, 95.0, 78.19, 0.19; GCA_001916035.1, s__CAG-269 sp001916035, 95.0, 77.9, 0.16; GCA_000435535.1, s__CAG-269 sp000435535, 95.0, 77.52, 0.2"	43.23	11	0.954670617	N/A
ERR260217_bin.23.s	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E bromii_B	GCF_002834235.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E bromii_B	97.84	0.89	GCF_002834235.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E bromii_B	97.84	0.89	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCF_002834225.1, s__Ruminococcus_E bromii, 95.0, 95.04, 0.83; GCA_003526955.1, s__Ruminococcus_E sp003526955, 95.0, 80.09, 0.36; GCA_002491825.1, s__Ruminococcus_E sp002491825, 95.0, 79.87, 0.51; GCA_003521625.1, s__Ruminococcus_E sp003521625, 95.0, 79.46, 0.43; GCA_002493005.1, s__Ruminococcus_E sp002493005, 95.0, 79.33, 0.44; GCA_002493635.1, s__Ruminococcus_E sp002493635, 95.0, 79.26, 0.35; GCF_900101355.1, s__Ruminococcus_E bromii_A, 95.0, 79.0, 0.31; GCA_900315085.1, s__Ruminococcus_E sp900315085, 95.0, 77.81, 0.2; GCA_900318495.1, s__Ruminococcus_E sp900318495, 95.0, 77.61, 0.22"	95.3	11	N/A	N/A
ERR260217_bin.4.p	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-180;s__CAG-180 sp000432435	GCA_000432435.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-180;s__CAG-180 sp000432435	98.33	0.95	GCA_000432435.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-180;s__CAG-180 sp000432435	98.33	0.95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-180;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCA_002437245.1, s__CAG-180 sp002437245, 95.0, 89.46, 0.85"	92.4	11	N/A	N/A
ERR260217_bin.1.p	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D;s__Ruminococcus_D bicirculans	GCF_000723465.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D;s__Ruminococcus_D bicirculans	97.9	0.95	GCF_000723465.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D;s__Ruminococcus_D bicirculans	97.9	0.95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCA_002358895.1, s__Ruminococcus_D sp002358895, 95.0, 76.84, 0.24"	94.09	11	N/A	N/A
ERR260217_bin.14.p	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__F23-B02;s__F23-B02 sp002472405	GCA_002472405.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__F23-B02;s__F23-B02 sp002472405	97.93	0.88	GCA_002472405.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__F23-B02;s__F23-B02 sp002472405	97.93	0.88	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__F23-B02;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCA_001916715.1, s__F23-B02 sp001916715, 95.0, 94.88, 0.88; GCA_000431075.1, s__F23-B02 sp000431075, 95.0, 80.08, 0.45; GCA_003533405.1, s__F23-B02 sp003533405, 95.0, 79.32, 0.4; GCA_002314685.1, s__F23-B02 sp002314685, 95.0, 78.5, 0.31"	90.5	11	N/A	N/A
ERR260217_bin.11.o	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp000431335	GCA_000431335.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp000431335	98.38	0.91	GCA_000431335.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp000431335	98.38	0.91	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCA_001916005.1, s__CAG-269 sp001916005, 95.0, 79.92, 0.53; GCA_003525075.1, s__CAG-269 sp003525075, 95.0, 79.86, 0.48; GCA_000437215.1, s__CAG-269 sp000437215, 95.0, 79.5, 0.56; GCA_001916065.1, s__CAG-269 sp001916065, 95.0, 79.48, 0.54; GCA_000435535.1, s__CAG-269 sp000435535, 95.0, 79.34, 0.53; GCA_001916035.1, s__CAG-269 sp001916035, 95.0, 79.31, 0.55; GCA_000438255.1, s__CAG-269 sp000438255, 95.0, 79.14, 0.53; GCA_001915995.1, s__CAG-269 sp001915995, 95.0, 79.12, 0.43; GCA_001916055.1, s__CAG-269 sp001916055, 95.0, 78.72, 0.43; GCA_002372935.1, s__CAG-269 sp002372935, 95.0, 77.32, 0.21"	76.27	11	N/A	N/A
ERR260217_bin.16.s	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-273;s__CAG-273 sp003534295	GCA_003534295.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-273;s__CAG-273 sp003534295	98.89	0.92	GCA_003534295.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-273;s__CAG-273 sp003534295	98.89	0.92	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-273;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCA_003507395.1, s__CAG-273 sp003507395, 95.0, 83.2, 0.81; GCA_000437855.1, s__CAG-273 sp000437855, 95.0, 78.98, 0.41; GCA_000438355.1, s__CAG-273 sp000438355, 95.0, 78.55, 0.39; GCA_000435755.1, s__CAG-273 sp000435755, 95.0, 78.03, 0.23"	75.52	11	N/A	N/A
ERR260217_bin.5.p	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter faecis	GCF_001405615.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter faecis	98.67	0.96	GCF_001405615.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter faecis	98.67	0.96	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCA_002474415.1, s__Agathobacter sp002474415, 95.0, 91.14, 0.72; GCA_000434275.1, s__Agathobacter sp000434275, 95.0, 78.98, 0.4; GCA_900316805.1, s__Agathobacter sp900316805, 95.0, 77.65, 0.27"	53.69	11	N/A	N/A
ERR260217_bin.10.o	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectale	GCF_000020605.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectale	97.8	0.83	GCF_000020605.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectale	97.8	0.83	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCA_900317585.1, s__Agathobacter sp900317585, 95.0, 94.41, 0.76"	88.51	11	N/A	N/A
ERR260217_bin.22.s	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA11774;s__UBA11774 sp003507655	GCA_003507655.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA11774;s__UBA11774 sp003507655	97.91	0.99	GCA_003507655.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA11774;s__UBA11774 sp003507655	97.91	0.99	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	64.88	11	N/A	N/A
ERR260217_bin.19.p	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900066335	GCA_900066335.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900066335	97.96	0.93	GCA_900066335.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900066335	97.96	0.93	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCA_900066205.1, s__Blautia_A sp900066205, 95.0, 93.4, 0.87; GCF_001487165.1, s__Blautia_A massiliensis, 95.0, 91.41, 0.85"	45.26	11	N/A	N/A
ERR260217_bin.12.s	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A obeum	GCF_000153905.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A obeum	98.35	0.95	GCF_000153905.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A obeum	98.35	0.95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCA_900066355.1, s__Blautia_A sp900066355, 95.0, 83.62, 0.73; GCF_900120195.1, s__Blautia_A sp900120195, 95.0, 83.49, 0.74; GCA_000210015.1, s__Blautia_A obeum_B, 95.0, 83.37, 0.74; GCA_000436615.1, s__Blautia_A sp000436615, 95.0, 82.03, 0.61; GCA_900066335.1, s__Blautia_A sp900066335, 95.0, 79.8, 0.34; GCA_900066205.1, s__Blautia_A sp900066205, 95.0, 79.78, 0.37; GCF_001487165.1, s__Blautia_A massiliensis, 95.0, 79.68, 0.34; GCA_000285855.2, s__Blautia_A sp000285855, 95.0, 79.51, 0.36; GCA_900066165.1, s__Blautia_A sp900066165, 95.0, 79.2, 0.12; GCF_000484655.1, s__Blautia_A wexlerae, 95.0, 78.98, 0.39; GCA_000433815.1, s__Blautia_A sp000433815, 95.0, 78.56, 0.33"	68.51	11	N/A	N/A
ERR260217_bin.8.p	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-127;s__CAG-127 sp900319515	GCA_900319515.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-127;s__CAG-127 sp900319515	96.58	0.89	GCA_900319515.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-127;s__CAG-127 sp900319515	96.58	0.89	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-127;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCA_002431865.1, s__CAG-127 sp002431865, 95.0, 91.79, 0.83; GCA_002404515.1, s__CAG-127 sp002404515, 95.0, 90.68, 0.7"	91.67	11	N/A	N/A
ERR260217_bin.2.s	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus	GCF_000332875.2	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus	98.52	0.9	GCF_000332875.2	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus	98.52	0.9	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCF_001404655.1, s__Anaerostipes hadrus_A, 95.0, 88.7, 0.78; GCA_900066705.1, s__Anaerostipes sp900066705, 95.0, 88.43, 0.79; GCF_001940315.1, s__Anaerostipes sp001940315, 95.0, 79.34, 0.37"	86.09	11	N/A	N/A
ERR260217_bin.15.o	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister invisus	GCF_000160055.1	95	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister invisus	97.45	0.95	GCF_000160055.1	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister invisus	97.45	0.95	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	81.05	11	N/A	N/A
